text,label,clean_text
@user @user Harya Génocide iva kuki??? Si urwango??? Erega shahu nakubwiye ko hari imbeba yitugatuga ngo irimo kwimya urutare!,negative,harya génocide iva kuki si urwango erega shahu nakubwiye ko hari imbeba yitugatuga ngo irimo kwimya urutare
@user Umva mbese! Ibyanezeza ubizi Ute?? Kuki atakora kimwe ngo n'umugore akore ikindi? Kuki atafata uriya mwana cg ngo ateke??,negative,umva mbese ibyanezeza ubizi ute kuki atakora kimwe ngo numugore akore ikindi kuki atafata uriya mwana cg ngo ateke
Tubane mu gitondo kuri @user turebere hamwe uko ubwisanzure bw'itangazamakuru mu Rwanda buhagaze. Wowe ku mugani wa @user #UbyumvaUte? https://t.co/L6ARHrQSNt,neutral,tubane gitondo kuri turebere hamwe ubwisanzure bwitangazamakuru rwanda buhagaze wowe mugani wa ubyumvaute
@user Hoya nahejo ka ndyame dore cyandenze,neutral,hoya nahejo ka ndyame dore cyandenze
Rusakara niwe muri kumwe muri #burakeye iwanyu haramutse havugwa iki? Ntucikwe n’inkuru zidasanzwe ndetse n’inkuru y’umunsi mu njyana nyarwanda z’umwimerere! https://t.co/gbpUHQERVQ,positive,rusakara niwe muri kumwe muri burakeye iwanyu haramutse havugwa iki ntucikwe ninkuru zidasanzwe ndetse ninkuru yumunsi njyana nyarwanda zumwimerere
@user Nuko muri ino minsi kureba ibitatureba bidushimisha cyane kurusha ibindi byose,negative,nuko muri ino minsi kureba ibitatureba bidushimisha kurusha ibindi byose
@user Hari imvura iteye ubwoba! Abari muri #NtuyeNabi irabasiga iheruheru😎,negative,hari imvura iteye ubwoba abari muri ntuyenabi irabasiga iheruheru
@user @user Izo watuguriye c mxiuuuum 😏😏😏 https://t.co/pHoz3H9lGw,neutral,izo watuguriye c mxiuuuum
@user Birababaje kubona Sector Commender wa POLiCE @user muri @user afunga umwana wiga P5 kasho bugacya ajya gukora ikizamini.ibyo bikwiye? Turwanye ihihoterwa. @user @user @user @user @user @user,negative,birababaje kubona sector commender wa police muri afunga umwana wiga p kasho bugacya ajya gukora ikizaminiibyo bikwiye turwanye ihihoterwa
@user Urwego rushinzwe amazi ruzafate ingamba zifatika kumazi agana mumurenge Wakabtwa bashyireho imashini zifite imbaraga zo gukurura amazi ziyegereza abaturage,positive,urwego rushinzwe amazi ruzafate ingamba zifatika kumazi agana mumurenge wakabtwa bashyireho imashini zifite imbaraga zo gukurura amazi ziyegereza abaturage
"Pierre-Emerick Aubameyang yujuje imyaka 33. Yakiniye Milan Ac,Lille, Dijon, Monaco,Saint Etienne, Dortmund, Arsenal ubu ari muri Barcelona. Isabukuru nziza Auba!!!!! https://t.co/Vv2LCClrOB",positive,pierreemerick aubameyang yujuje imyaka yakiniye milan aclille dijon monacosaint etienne dortmund arsenal ubu ari muri barcelona isabukuru nziza auba
@user Kumva ibintu kimwe. Definition is key. Mbere yo kuvuga ibintu.,neutral,kumva ibintu kimwe definition key mbere kuvuga ibintu
@user Ibyo byo ntitwabitindaho but why wabigaruye mwashwanye??? 😂😂😂😂,negative,ibyo byo ntitwabitindaho wabigaruye mwashwanye
Uri MWIZA bihebuje mama. Inseko yawe isa na bice 💕 @user https://t.co/ZoX3XKterT,positive,uri mwiza bihebuje mama inseko yawe isa bice
Ubuhamya bwa Dr Rwigema Pierre-Célestin wabaye Ministri w'Intebe nyuma ya Jenoside yakorewe Abatutsi. @user @user https://t.co/1l6mzTIsoo,neutral,ubuhamya bwa dr rwigema pierrecélestin wabaye ministri wintebe nyuma jenoside yakorewe abatutsi
Man cyaze uransekeje pe🤣🤣🤣🤣🤣🤣🤣 iyi ni blague y'umunsi 🤣😂😂😂😂😂 https://t.co/GDzOGRsFbz,neutral,man cyaze uransekeje pe iyi ni blague yumunsi
Imwiteguro ya #20kmdebugesera na #Jadfopenday irarimbanyije. https://t.co/K2RbH2BpEG,neutral,imwiteguro kmdebugesera jadfopenday irarimbanyije
"@user Nibakomereze aho, ntawiyumvagamo uburinzi n'ubudahangarwa muri bo nk'umuyobozi wabo muri MRCD, cg umuyobozi wa FLN Irategeka.🤗",positive,nibakomereze aho ntawiyumvagamo uburinzi nubudahangarwa muri bo nkumuyobozi wabo muri mrcd cg umuyobozi wa fln irategeka
"@user @user Maze guhamagara nka gataratu mu bihe bitandukanye ngo call busy, ubanza nagurishijwe ihene mu igunira",negative,maze guhamagara nka gataratu bihe bitandukanye ngo busy ubanza nagurishijwe ihene igunira
@user @user @user @user @user @user @user Binashobotse nzakugurira ikarito y'Itabi ndetse n'icyese ya Mutziig cg za Nguvu or Esperansa umuhe rwose ibere ritazagwa,neutral,binashobotse nzakugurira ikarito yitabi ndetse nicyese mutziig cg za nguvu esperansa umuhe ibere ritazagwa
"@user @user Humura ndakumva muvandimwe wanjye, uru rurimi ndwumva cyane. Be blessed 🙏🏾",positive,humura ndakumva muvandimwe wanjye uru rurimi ndwumva blessed
"Urakoze cyane nshuti Anne, disi unyibukije bya bihe byo muri @user! Umunsi mwiza kuri twese pe! https://t.co/cNTUOn7n8W",positive,urakoze nshuti anne disi unyibukije bihe byo muri umunsi mwiza kuri twese pe
Imirimo y’iyi nteko rusange izanyura ku mirongo itandukanye: YouTube: https://t.co/8p1s5csX64 TWITTER: @user AMAFOTO: https://t.co/CRMUmyPNCT FACEBOOK: minaloc.rwanda Instagram: rwandaminaloc,neutral,imirimo yiyi nteko rusange izanyura mirongo itandukanye youtube twitter amafoto facebook minalocrwanda instagram rwandaminaloc
Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee https://t.co/Er1phVl8EU,negative,cyakoza harinabantu badakunda bagenzi bababo reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba rukara yari intwari peee
@user Ibaze ariko kwaka ruswa umubyeyi ugiye kubyara! Nta bumuntu,negative,ibaze ariko kwaka ruswa umubyeyi ugiye kubyara nta bumuntu
@user @user @user Nange byarantunguye kubona igisambo kiriza kuriya hhhhhhhh ubundi abantu nkaba bazava mugihe cy'Umwijima ryari? Kandi agatsinda kiracyambaye uniform zigihugu.,negative,nange byarantunguye kubona igisambo kiriza kuriya hhhhhhhh ubundi abantu nkaba bazava mugihe cyumwijima ryari agatsinda kiracyambaye uniform zigihugu
Reba inyinya ariel wayz afite aramutse nkubu abyaranye na juno kizigenza nawe niriya nyinya nibabyara umwana utagira amenyo koko😂😂😂😂😬,negative,reba inyinya ariel wayz afite aramutse nkubu abyaranye juno kizigenza nawe niriya nyinya nibabyara umwana utagira amenyo koko
Ninde wari uzi ibi bintu... https://t.co/bnZBe9Hp7B,neutral,ninde wari uzi ibi bintu
@user @user Inzoga niba uziraramo ufite ikibazo Aho kuziraramo zakuraramo,negative,inzoga niba uziraramo ufite ikibazo aho kuziraramo zakuraramo
Uyu munsi muri gahunda #Umugoroba w’Umuryango #ES wa @user n’umuyobozi w’imiyoborere myiza @user bifatanyije n’abaturage b’Akagali ka #Kabeza ndetse bagenera ifunguro abana bato. @user @user @user @user @user @user https://t.co/Ioh0xMESDr,positive,uyu munsi muri gahunda umugoroba wumuryango es wa numuyobozi wimiyoborere myiza bifatanyije nabaturage bakagali ka kabeza ndetse bagenera ifunguro abana bato
Nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa Harya how to spell relesionsheep!???? @user @user,negative,nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa harya spell relesionsheep
@user 🤣🤣🤣🤣🤣uwanditse iyi message nawe ni umu Satanist,negative,uwanditse iyi message nawe ni umu satanist
Ikaze mu bawe bagukunda🙏🏾 Komeza urushakire imbuto n'amaboko. Blessings https://t.co/JH39i3ObdT,positive,ikaze bawe bagukunda komeza urushakire imbuto namaboko blessings
@user @user Ajurira kubera iki se kandi bamugabanyirije imyaka y'igifungo? Keretse niba ashaka kugirwa umwere akarekurwa!!!!,neutral,ajurira kubera iki se bamugabanyirije imyaka yigifungo keretse niba ashaka kugirwa umwere akarekurwa
"#ConnectRwanda yageze mu karere ka Rwamagana. Uyumunsi, abagenerwabikorwa 474 barakira telephones nshya zigezweho, banahabwe internet y’ubuntu bazakoresha mu gihe cy’amezi atatu. #GoodTogether @user https://t.co/11pj0I5rxZ",positive,connectrwanda yageze karere ka rwamagana uyumunsi abagenerwabikorwa barakira telephones nshya zigezweho banahabwe internet yubuntu bazakoresha gihe cyamezi atatu goodtogether
@user @user Uwo yita Papa si we ukenewe hakenewe umubyeyi uzakora inshingano za kibyeyi.,neutral,uwo yita papa si ukenewe hakenewe umubyeyi uzakora inshingano za kibyeyi
Ni byiza cyane gukangurira urubyiruko kwirinda ubwandu bushya. https://t.co/7rG9pYDn1O,positive,ni byiza gukangurira urubyiruko kwirinda ubwandu bushya
Miliyoni nyinshi z’ #Abanyarwa bahanze amaso #Amavubi uyu munsi. Ni umunsi ukwiriye kuba uw’ibyishimo! @user https://t.co/Z7VppZd2PJ,positive,miliyoni nyinshi z abanyarwa bahanze amaso amavubi uyu munsi ni umunsi ukwiriye kuba uwibyishimo
@user @user @user @user @user @user @user @user @user Mukomereze aho rungano nitwebwe musingi w'iterambere,positive,mukomereze aho rungano nitwebwe musingi witerambere
"Iminsi yo yimurekere, iramubona! Bitinde bitebuke, izamufatanya n'isi bimukarange. https://t.co/sUuZdtfSgF",negative,iminsi yimurekere iramubona bitinde bitebuke izamufatanya nisi bimukarange
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Ni naguceka ndagaswi😂😂😂😂😂😂 reka muvuge https://t.co/D37MCgDvsO,negative,ni naguceka ndagaswi reka muvuge
@user Abahe bana se ubwo??,neutral,abahe bana se
"Bafunguye sport ra kugiti!!! Ubonye iyo bafungura amazi muri Rubavu ,nibura Sport zose akaba ariho zikorerwa,byaba ari umuti.",negative,bafunguye sport ra kugiti ubonye iyo bafungura amazi muri rubavu nibura sport zose akaba ariho zikorerwabyaba ari umuti
@user Ziriya gahunda ni ubumara pe🤣🤣🤣abantu banafata credit ndacyeka🤣🤣,positive,ziriya gahunda ni ubumara peabantu banafata credit ndacyeka
Umuntu w'inshuti ya Bruce melody amugire inama yo kureka music 🚮🚮,negative,umuntu winshuti bruce melody amugire inama kureka music
@user @user Nigute muvuga ngo ikibazo cyakemutse kandi muri @user umuriro wabuze hakaba hashize amasaha arenga atatu?,negative,nigute muvuga ngo ikibazo cyakemutse muri umuriro wabuze hakaba hashize amasaha arenga atatu
@user Mundebere nukuri babyeyi Mugire icyo mukora 😭😭 @user @user @user @user @user @user https://t.co/3kMJCc7xqy,neutral,mundebere nukuri babyeyi mugire icyo mukora
@user @user @user @user Usibye ko n'iyo wazisaba nta waziguha. Ahubwo bagukubita inkoni miliyoni mirongo ine.,negative,usibye ko niyo wazisaba nta waziguha ahubwo bagukubita inkoni miliyoni mirongo ine
@user Nkunda byacitse ariko ikibazo simenya igihe zabereye mpora ndi mu mandazi,negative,nkunda byacitse ariko ikibazo simenya igihe zabereye mpora ndi mandazi
Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho. #foolsday,negative,uyu munsi nabeshye landlord ikinyoma gikomeye ariko umenya birankoraho foolsday
@user @user @user Ubundi c ko iyo shikarete ishizemo uburyohe bayicira nawe natahe buriya arumva atagifite uburyohe,negative,ubundi c ko iyo shikarete ishizemo uburyohe bayicira nawe natahe buriya arumva atagifite uburyohe
@user Sha sinabijya imbizi keretse uko yakoreshejwe but simbyizeye kuko ibyobyose uvuze njye kubwanjye mbona bitarenza 10M bibaye bikabije,neutral,sha sinabijya imbizi keretse yakoreshejwe simbyizeye kuko ibyobyose uvuze njye kubwanjye mbona bitarenza m bibaye bikabije
Biba birenze iyo umukobwa aguhaye akavuza induru https://t.co/lIyeSmDGIS,negative,biba birenze iyo umukobwa aguhaye akavuza induru
Byaba bimaze iki kuba ufite ubutunzi Ubuzima bwawe ukabuharira ibyisi! Ibyubu turabisiga tugataha njyewe nzisunga Jehovah niwe untunze #JAYPOLLY,positive,byaba bimaze iki kuba ufite ubutunzi ubuzima bwawe ukabuharira ibyisi ibyubu turabisiga tugataha njyewe nzisunga jehovah niwe untunze jaypolly
Wikirata kumwana wababaye ngo nukwi iwanyu bakize. Amafranga ya so sayawe!! https://t.co/xXpMAyl079,negative,wikirata kumwana wababaye ngo nukwi iwanyu bakize amafranga sayawe
@user @user Byo gutinda kurangiza se?,neutral,byo gutinda kurangiza se
@user Ubwo rero uzi ngo natinya kukivuga🤣🤣,negative,rero uzi ngo natinya kukivuga
@user @user Mwana waretse kubaga nta kinya mwana??? @user @user @user 😂😂😂😂😂 umusaza arimo gukoresha ukuri kwinshi,negative,mwana waretse kubaga nta kinya mwana umusaza arimo gukoresha ukuri kwinshi
Nonese bro&amp;sis kowirirwa uvugako uri single uvugishije koko urabyizeye ufite gahunda yo kuzakura umukunzi kuri Twitter?🙄🙄😂😂,negative,nonese broampsis kowirirwa uvugako uri single uvugishije koko urabyizeye ufite gahunda kuzakura umukunzi kuri twitter
@user Ni umutwe nkuko ubibona uriho umusatsi usokoje buriya buryo.,neutral,ni umutwe nkuko ubibona uriho umusatsi usokoje buriya buryo
Muri Uyu muhango kandi habayeho guhemba Imidugudu yitwaye neza mu bukangurambaga bwo kurwanya #Covid-19 binyuze muri gahunda ya #Operationcovidfree @user @user @user @user @user @user @user @user @user https://t.co/7N7bIKxFjF,positive,muri uyu muhango habayeho guhemba imidugudu yitwaye neza bukangurambaga bwo kurwanya covid binyuze muri gahunda operationcovidfree
"@user Bro, nzi guteka hahand namazi nayagutekera inteko yose ushak, ari ukuyatogosa, akaranze, yokeje, ewn byose kbx🤣🤣",negative,bro nzi guteka hahand namazi nayagutekera inteko yose ushak ari ukuyatogosa akaranze yokeje ewn byose kbx
Service za Ikofi ya @user kuki harimo izidakora mwakihanganye mukazikuramo nibura zikazagarukamo zishobora kuboneka?,neutral,service za ikofi kuki harimo izidakora mwakihanganye mukazikuramo nibura zikazagarukamo zishobora kuboneka
@user @user Woex umaze kugwa kuri zingahe ark kucyi burijyihe ibyiza bijyira umuntu bibabaza!?abanyarwanda ntituri neza!!,negative,woex umaze kugwa kuri zingahe ark kucyi burijyihe ibyiza bijyira umuntu bibabazaabanyarwanda ntituri neza
Nta soni nta n'ubwenge agira!!! https://t.co/f8QSzjYI8l,negative,nta soni nta nubwenge agira
@user Ubahwa 🙌 nawe Ntore itwizihira! gutaramirwa/gutaramana nawe Ntako biba bisa horana Amahoro!! 💙💛💚!!,positive,ubahwa nawe ntore itwizihira gutaramirwagutaramana nawe ntako biba bisa horana amahoro
Dufatanyije twese hamwe dushobora kurwanya ihohoterwa n ivangura iryo ari ryo ryose. #BreakTheBias #MissRwanda2022 #WomensHistoryMonth #DuhindureImyumvire https://t.co/rWmyeXSKCm,positive,dufatanyije twese hamwe dushobora kurwanya ihohoterwa n ivangura iryo ari ryo ryose breakthebias missrwanda womenshistorymonth duhindureimyumvire
@user @user @user @user @user Ariko se iyi auto reply ihuriye nikibazo nabajije? @user @user,neutral,ariko se iyi auto reply ihuriye nikibazo nabajije
Indashyikirwa2021/2022 mu mitangire ya serivisi/The best performer in good customer service delivery_ #ButaroHospital. Dr Deogratias Ruhangaza_Pathologist https://t.co/Mipcb4C6NA,neutral,indashyikirwa mitangire serivisithe best performer good customer service delivery_ butarohospital dr deogratias ruhangaza_pathologist
Subu wowe iyo urishije intoki uzikaraba hashize umwanya ingana iki nyuma yo kurya https://t.co/O37wdcC7el,neutral,subu wowe iyo urishije intoki uzikaraba hashize umwanya ingana iki nyuma kurya
@user #Umuyobozi :nshaka rapport yabapfakazi mu kagari uyobora #Kanyana: abapfa mukagari nyobora ni 20🙈,negative,umuyobozi nshaka rapport yabapfakazi kagari uyobora kanyana abapfa mukagari nyobora ni
Ark c musore ni gute uteka igikoma cyakubunnye cyamara gushya Aho kugishyira muri teremusi ukakimena hasi koko🙄🙄🙄,negative,ark c musore ni gute uteka igikoma cyakubunnye cyamara gushya aho kugishyira muri teremusi ukakimena hasi koko
"@user @user @user @user @user Nibyo cyane! Intambwe yatewe iragaragara, kandi biracyakomeza. Kunoza service muri byose birakenewe cyane!",positive,nibyo intambwe yatewe iragaragara biracyakomeza kunoza service muri byose birakenewe
@user @user @user @user Wari wanze kwemera ariko uraza kwemera tuuuu,negative,wari wanze kwemera ariko uraza kwemera tuuuu
Iyaba uwiteka atariwe wari muruhande rwajye Simba nkiri mubuzima thanks My lordy 🙏🙏🙏🙏 https://t.co/WEwuOI98S2,positive,iyaba uwiteka atariwe wari muruhande rwajye simba nkiri mubuzima thanks lordy
@user mwiriwe neza? Hanyuma amanota yanjye ya Momotima mwambwira ahantu mwabaye muyajyanye konkangutse nkayabura??🙄🙄🙄,negative,mwiriwe neza hanyuma amanota yanjye momotima mwambwira ahantu mwabaye muyajyanye konkangutse nkayabura
@user @user 😜 si byo! Ni divider,neutral,si byo ni divider
Amakuru Mashya: Dusenge Byigero Alfred yakuwe ku buyobozi bwa @user Gisele Umuhumuza agirwa umuyobozi w’agateganyo #Rwanda https://t.co/djFOJ2K9vR,neutral,amakuru mashya dusenge byigero alfred yakuwe buyobozi bwa gisele umuhumuza agirwa umuyobozi wagateganyo rwanda
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ubwo se ninde wakwigishije kuryaaa Aime weee,negative,se ninde wakwigishije kuryaaa aime weee
Ark ubu neza neza nabuze umuntu uzanshyira mukiziga nukuri 😭😭😂🙆‍♂️,neutral,ark ubu neza neza nabuze umuntu uzanshyira mukiziga nukuri
@user @user @user @user @user @user Kubahiriza amabwiriza niko guhangana nyako muri uru rugamba. #DuhashyeCovid-19,positive,kubahiriza amabwiriza niko guhangana nyako muri uru rugamba duhashyecovid
Uyu munsi ndumva urampa follow ndahita nyimusubiza ntabwo biragombera ejo ndahari wese,positive,uyu munsi ndumva urampa follow ndahita nyimusubiza ntabwo biragombera ejo ndahari wese
@user @user @user @user @user @user Bata umwanya kandi bari mu kazi muvandi🤣🤣 nibyiza kuko n'umutoza arimo baramufasha mu bitekerezo,positive,bata umwanya bari kazi muvandi nibyiza kuko numutoza arimo baramufasha bitekerezo
Hon @user yasuye ikipe mbere yo guhura na @user abasaba kurangwa n'ikinyabupfura n'ubunyamwuga ndetse no gukomera kubituma bahorana intsinzi. @user @user @user https://t.co/Z5XKAvQJau,positive,hon yasuye ikipe mbere guhura abasaba kurangwa nikinyabupfura nubunyamwuga ndetse gukomera kubituma bahorana intsinzi
Tangira umunsi ushyira akamwenyu ku munwa #Menya #RwOT #Rwanda #Rwandan https://t.co/m8dKqNnNtU,positive,tangira umunsi ushyira akamwenyu munwa menya rwot rwanda rwandan
"Ezayi 12:5 Muririmbire Uwiteka kuko yakoze ibihebuje byose, ibyo nibyamamare mu isi yose.",positive,ezayi muririmbire uwiteka kuko yakoze ibihebuje byose ibyo nibyamamare isi yose
Ibigarasha ko mbona bifite umutima uhagaze kubera gufungura imipaka? @user tubwire uko zensitaye wangu 🤣🤣 @user @user @user @user @user @user @user https://t.co/zBl0Av13me,negative,ibigarasha ko mbona bifite umutima uhagaze kubera gufungura imipaka tubwire zensitaye wangu
@user @user Icyo n'ikibazo gusa hari ba nyiri mishinga bayimfira ariko bikanga nayo igamfa,negative,icyo nikibazo gusa hari ba nyiri mishinga bayimfira ariko bikanga nayo igamfa
"Umuganura, isôoko y'ubumwe n'ishingiro ryo kwigira"""" Tuganure kandi tuganuzanye! Umunsi w'umuganura kuri mwese! #RwoT #Umuganura2021 #Umuganura https://t.co/EHZYAeVpis",positive,umuganura isôoko yubumwe nishingiro ryo kwigira tuganure tuganuzanye umunsi wumuganura kuri mwese rwot umuganura umuganura
@user @user @user @user Ubwo kurerwa neza ni gute ko nk'urugero wasanga uko umwana wiga muri international schools atameze nkuwigira munsi y'igiti?,negative,kurerwa neza ni gute ko nkurugero wasanga umwana wiga muri international schools atameze nkuwigira munsi yigiti
