text,label
Abanyarwanda bakwiye kwirukanwa mu gihugu 🤡.,hate
"Ntabwo nemera Abatutsi, ni ibicucu 🙄.",hate
Lmao @maria uri ibyihebe tf 😭.,offensive
Lmao @john uri abaswa wtf 😭.,offensive
Uyu system irakora neza ariko needs improvements 🙄.,normal
"Ibyo uvuga ni abaswa 🤡, wowe @peter.",offensive
"Ndi happy na service yanyu, thanks 🔥.",normal
@keza ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 😭.,hate
Abanyarwanda dukwiye unity na love 🤡.,normal
Lmao @keza uri ibicucu smh 🔥.,offensive
Lmao @peter uri ibisambo fr 🙄.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
"Ibyo uvuga ni abaswa 💩, wowe @maria.",offensive
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 💩 lmao.,hate
"Bruh, stop acting like a ibisambo 🤡.",offensive
"Bruh, stop acting like a abaswa 💩.",offensive
"Abahutu = abaswa kabisa, tf 😡.",hate
Uri ibisambo rwose 🔥.,offensive
"Bruh, stop acting like a inyenzi 🤡.",offensive
"Abanyarwanda = abaswa kabisa, lmao 🙄.",hate
Murakoze cyane kubw'amakuru meza 🙄.,normal
"Ntabwo nemera Abategetsi, ni inyenzi 🙄.",hate
"Ibyo uvuga ni inyenzi 🔥, wowe @mugisha.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😡 nah.,hate
"Ndi happy na service yanyu, thanks 🙄.",normal
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Tf bro? Urimo kwitwara nka ibicucu 😡.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
"Bruh, stop acting like a ibigarasha 😡.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 😭.,offensive
"Abanyarwanda = ibyihebe kabisa, wtf 🙄.",hate
Abahutu bose ni ibisambo 😡. Tugomba kubirwanya!,hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 tf.,hate
"Bruh, stop acting like a ibigarasha 🔥.",offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 nah.,hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 tf.,hate
Uyu system irakora neza ariko needs improvements 😂.,normal
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
Abatutsi bose ni ibyihebe 🤡. Tugomba kubirwanya!,hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🙄.,hate
"Bruh, stop acting like a ibicucu 😂.",offensive
Lmao @mugisha uri ibisambo nah 🙄.,offensive
"Bruh, stop acting like a inyenzi 💩.",offensive
Murakoze cyane kubw'amakuru meza 🔥.,normal
Lmao @keza uri ibigarasha bruh 🙄.,offensive
"Ntabwo nemera Abatutsi, ni ibyihebe 💩.",hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
"Bruh, stop acting like a inyenzi 💩.",offensive
"Ntabwo nemera Abahutu, ni ibisambo 🙄.",hate
"Bruh, stop acting like a ibicucu 😂.",offensive
"Bruh, stop acting like a ibicucu 💩.",offensive
"Ntabwo nemera Abanyarwanda, ni ibigarasha 💩.",hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🤡 wtf.,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
Abanyarwanda dukwiye unity na love 🤡.,normal
Uyu system irakora neza ariko needs improvements 💩.,normal
"Abahutu = ibisambo kabisa, smh 😂.",hate
Murakoze cyane kubw'amakuru meza 🤡.,normal
Keep up the good work 🙄.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🤡 nah.,hate
Uyu system irakora neza ariko needs improvements 😭.,normal
Abanyarwanda dukwiye unity na love 😡.,normal
Abanyamahanga bose ni ibisambo 💩. Tugomba kubirwanya!,hate
"Bruh, stop acting like a ibisambo 🙄.",offensive
Tf bro? Urimo kwitwara nka ibyihebe 🤡.,offensive
"Abatutsi = ibigarasha kabisa, bruh 😡.",hate
Tf bro? Urimo kwitwara nka inyenzi 😭.,offensive
"Ibyo uvuga ni inyenzi 🙄, wowe @keza.",offensive
"Ndi happy na service yanyu, thanks 🔥.",normal
Keep up the good work 😭.,normal
"Bruh, stop acting like a abaswa 🔥.",offensive
"Abatutsi = inyenzi kabisa, wtf 💩.",hate
"Ntabwo nemera Abahutu, ni ibigarasha 🔥.",hate
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 bruh.,hate
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
Keep up the good work 🙄.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🔥 wtf.,hate
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
Uri abaswa rwose 😡.,offensive
Lmao @mugisha uri abaswa fr 😭.,offensive
"Bruh, stop acting like a ibicucu 🙄.",offensive
"Bruh, stop acting like a abaswa 😂.",offensive
"Abanyamahanga = inyenzi kabisa, lmao 🤡.",hate
"Ntabwo nemera Abahutu, ni abaswa 🤡.",hate
"Ibyo uvuga ni ibicucu 💩, wowe @maria.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 😂 wtf.,hate
Lmao @john uri ibisambo nah 🤡.,offensive
Uyu system irakora neza ariko needs improvements 🤡.,normal
"Ibyo uvuga ni ibyihebe 💩, wowe @maria.",offensive
"Abategetsi = inyenzi kabisa, lmao 🤡.",hate
Abahutu bakwiye kwirukanwa mu gihugu 🤡.,hate
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Tf bro? Urimo kwitwara nka abaswa 🔥.,offensive
Abanyamahanga bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Abanyarwanda bose ni ibisambo 🤡. Tugomba kubirwanya!,hate
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
"Ndi happy na service yanyu, thanks 😡.",normal
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Uyu system irakora neza ariko needs improvements 😂.,normal
"Ntabwo nemera Abatutsi, ni ibicucu 😡.",hate
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
Lmao @mugisha uri ibyihebe wtf 💩.,offensive
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Abanyamahanga bose ni abaswa 🔥. Tugomba kubirwanya!,hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Lmao @keza uri ibyihebe bruh 😭.,offensive
"Ndi happy na service yanyu, thanks 🤡.",normal
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Uri ibisambo rwose 🤡.,offensive
Uri abaswa rwose 😂.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🙄 smh.,hate
Abanyamahanga bose ni ibisambo 🤡. Tugomba kubirwanya!,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
@keza ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
"Ndi happy na service yanyu, thanks 🙄.",normal
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
Lmao @keza uri ibisambo nah 😭.,offensive
"Ndi happy na service yanyu, thanks 💩.",normal
Tf bro? Urimo kwitwara nka inyenzi 🤡.,offensive
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
"Abanyamahanga = ibigarasha kabisa, lmao 🔥.",hate
Abatutsi bakwiye kwirukanwa mu gihugu 😂.,hate
Murakoze cyane kubw'amakuru meza 😂.,normal
"Bruh, stop acting like a ibigarasha 😡.",offensive
Abategetsi bose ni abaswa 🔥. Tugomba kubirwanya!,hate
Uri ibigarasha rwose 🔥.,offensive
"Abanyamahanga = ibigarasha kabisa, lmao 😭.",hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 😡.,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
Lmao @maria uri abaswa smh 🤡.,offensive
Abanyarwanda dukwiye unity na love 😂.,normal
"Abahutu = ibicucu kabisa, wtf 😭.",hate
"Abanyamahanga = ibisambo kabisa, lmao 😡.",hate
Keep up the good work 🤡.,normal
"Ntabwo nemera Abanyarwanda, ni ibicucu 💩.",hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
"Bruh, stop acting like a inyenzi 🤡.",offensive
"Abanyamahanga = ibigarasha kabisa, fr 😡.",hate
"Ndi happy na service yanyu, thanks 😡.",normal
Uri ibisambo rwose 🤡.,offensive
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Uri ibicucu rwose 😡.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
"Ntabwo nemera Abanyamahanga, ni ibigarasha 🙄.",hate
Lmao @peter uri ibigarasha wtf 💩.,offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 🔥 smh.,hate
"Ndi happy na service yanyu, thanks 😭.",normal
Uri ibicucu rwose 🤡.,offensive
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
@mugisha ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
Tf bro? Urimo kwitwara nka inyenzi 😂.,offensive
Tf bro? Urimo kwitwara nka ibicucu 💩.,offensive
"Ibyo uvuga ni ibicucu 😭, wowe @mugisha.",offensive
"Ibyo uvuga ni ibigarasha 😂, wowe @keza.",offensive
"Ibyo uvuga ni ibigarasha 🙄, wowe @john.",offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🤡 lmao.,hate
Ese mwabonye update kuri app? It's very fast now 😭.,normal
Lmao @maria uri abaswa lmao 🤡.,offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😂 bruh.,hate
Tf bro? Urimo kwitwara nka ibisambo 🤡.,offensive
Tf bro? Urimo kwitwara nka ibisambo 😡.,offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
Abategetsi bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Uri abaswa rwose 🤡.,offensive
"Ibyo uvuga ni ibyihebe 🔥, wowe @peter.",offensive
Abanyamahanga bose ni ibisambo 🔥. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 😭.,normal
Ese mwabonye update kuri app? It's very fast now 🤡.,normal
"Abatutsi = ibisambo kabisa, fr 😭.",hate
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
"Ndi happy na service yanyu, thanks 🤡.",normal
Lmao @mugisha uri abaswa wtf 🔥.,offensive
Abahutu bakwiye kwirukanwa mu gihugu 😭.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Abahutu bose ni ibisambo 😡. Tugomba kubirwanya!,hate
"Ntabwo nemera Abanyarwanda, ni abaswa 🔥.",hate
"Abahutu = abaswa kabisa, fr 🤡.",hate
Uri inyenzi rwose 🙄.,offensive
Lmao @mugisha uri inyenzi fr 🙄.,offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
"Abatutsi = abaswa kabisa, lmao 😂.",hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
"Abatutsi = inyenzi kabisa, wtf 🙄.",hate
"Abategetsi = ibisambo kabisa, bruh 🙄.",hate
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😭 tf.,hate
"Bruh, stop acting like a ibyihebe 🙄.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Uyu system irakora neza ariko needs improvements 🔥.,normal
Keep up the good work 😂.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
Uyu system irakora neza ariko needs improvements 😂.,normal
Tf bro? Urimo kwitwara nka inyenzi 😭.,offensive
Abategetsi bose ni inyenzi 🙄. Tugomba kubirwanya!,hate
"Ntabwo nemera Abahutu, ni ibigarasha 😡.",hate
"Bruh, stop acting like a ibisambo 💩.",offensive
Keep up the good work 😂.,normal
"Ibyo uvuga ni ibisambo 😭, wowe @john.",offensive
@keza ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😡 nah.,hate
"Bruh, stop acting like a ibyihebe 💩.",offensive
Tf bro? Urimo kwitwara nka ibicucu 🙄.,offensive
Uyu system irakora neza ariko needs improvements 🤡.,normal
Ese mwabonye update kuri app? It's very fast now 😭.,normal
"Abahutu = ibyihebe kabisa, lmao 😂.",hate
Lmao @peter uri ibyihebe tf 🙄.,offensive
"Ntabwo nemera Abanyarwanda, ni ibigarasha 🔥.",hate
"Bruh, stop acting like a ibicucu 🙄.",offensive
Keep up the good work 🤡.,normal
Uyu system irakora neza ariko needs improvements 😂.,normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
"Abanyamahanga = ibigarasha kabisa, wtf 🔥.",hate
Ese mwabonye update kuri app? It's very fast now 💩.,normal
"Bruh, stop acting like a abaswa 🙄.",offensive
Abanyamahanga bose ni abaswa 🔥. Tugomba kubirwanya!,hate
"Abatutsi = ibisambo kabisa, fr 💩.",hate
"Ibyo uvuga ni ibigarasha 🤡, wowe @keza.",offensive
Abanyarwanda dukwiye unity na love 🔥.,normal
Murakoze cyane kubw'amakuru meza 💩.,normal
"Ibyo uvuga ni inyenzi 🙄, wowe @john.",offensive
Uri ibisambo rwose 🤡.,offensive
Abanyamahanga bose ni inyenzi 🙄. Tugomba kubirwanya!,hate
Abahutu bose ni inyenzi 💩. Tugomba kubirwanya!,hate
Lmao @keza uri inyenzi bruh 😡.,offensive
Uri ibigarasha rwose 🔥.,offensive
Uri inyenzi rwose 🔥.,offensive
"Ntabwo nemera Abanyamahanga, ni ibigarasha 💩.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 😭.,hate
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
Keep up the good work 😭.,normal
"Ndi happy na service yanyu, thanks 💩.",normal
"Ibyo uvuga ni inyenzi 🔥, wowe @keza.",offensive
Tf bro? Urimo kwitwara nka inyenzi 😡.,offensive
"Ibyo uvuga ni abaswa 😂, wowe @peter.",offensive
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Uyu system irakora neza ariko needs improvements 😂.,normal
@mugisha ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Uyu system irakora neza ariko needs improvements 😡.,normal
"Abanyamahanga = ibisambo kabisa, tf 😡.",hate
Twese dukwiriye kubana mu mahoro no respect 😂.,normal
Abategetsi bose ni ibigarasha 🙄. Tugomba kubirwanya!,hate
"Ibyo uvuga ni inyenzi 🤡, wowe @john.",offensive
Keep up the good work 💩.,normal
Uyu system irakora neza ariko needs improvements 😭.,normal
"Bruh, stop acting like a ibicucu 🙄.",offensive
Abanyarwanda dukwiye unity na love 🤡.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😡 smh.,hate
Abanyarwanda dukwiye unity na love 🙄.,normal
Keep up the good work 💩.,normal
"Ibyo uvuga ni inyenzi 😂, wowe @peter.",offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😂.,hate
"Bruh, stop acting like a inyenzi 😂.",offensive
"Bruh, stop acting like a inyenzi 😭.",offensive
Abatutsi bose ni inyenzi 😭. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka abaswa 😡.,offensive
Uri ibicucu rwose 🙄.,offensive
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
Murakoze cyane kubw'amakuru meza 💩.,normal
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Abatutsi bose ni ibicucu 😡. Tugomba kubirwanya!,hate
Keep up the good work 💩.,normal
Tf bro? Urimo kwitwara nka ibyihebe 😭.,offensive
"Ntabwo nemera Abanyarwanda, ni abaswa 🤡.",hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Tf bro? Urimo kwitwara nka abaswa 🙄.,offensive
"Ntabwo nemera Abanyarwanda, ni ibigarasha 💩.",hate
"Ibyo uvuga ni ibicucu 😭, wowe @keza.",offensive
Lmao @mugisha uri ibisambo tf 😡.,offensive
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Tf bro? Urimo kwitwara nka abaswa 🔥.,offensive
Uri ibyihebe rwose 😡.,offensive
"Abanyamahanga = inyenzi kabisa, smh 😡.",hate
Abanyamahanga bose ni ibigarasha 💩. Tugomba kubirwanya!,hate
"Ibyo uvuga ni ibisambo 😡, wowe @keza.",offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Uyu system irakora neza ariko needs improvements 😭.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 😂.,hate
"Ibyo uvuga ni inyenzi 💩, wowe @mugisha.",offensive
Abanyarwanda dukwiye unity na love 😂.,normal
@mugisha ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
Uri inyenzi rwose 🤡.,offensive
Uri ibyihebe rwose 💩.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
"Abanyarwanda = abaswa kabisa, nah 🙄.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
Ese mwabonye update kuri app? It's very fast now 😂.,normal
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
"Ndi happy na service yanyu, thanks 💩.",normal
"Bruh, stop acting like a abaswa 😭.",offensive
Lmao @maria uri inyenzi fr 😭.,offensive
"Ntabwo nemera Abategetsi, ni abaswa 😂.",hate
"Abanyamahanga = abaswa kabisa, nah 🔥.",hate
@keza ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
Twese dukwiriye kubana mu mahoro no respect 💩.,normal
Abatutsi bose ni ibigarasha 💩. Tugomba kubirwanya!,hate
"Ibyo uvuga ni abaswa 🙄, wowe @john.",offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
Uyu system irakora neza ariko needs improvements 😂.,normal
Abanyamahanga bose ni abaswa 🙄. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 🔥.,normal
"Bruh, stop acting like a ibyihebe 😡.",offensive
Murakoze cyane kubw'amakuru meza 😂.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 🙄.,hate
"Ntabwo nemera Abategetsi, ni inyenzi 😭.",hate
"Abategetsi = ibigarasha kabisa, nah 😭.",hate
"Ntabwo nemera Abanyamahanga, ni inyenzi 💩.",hate
"Abatutsi = ibisambo kabisa, bruh 🔥.",hate
Tf bro? Urimo kwitwara nka abaswa 🤡.,offensive
"Ntabwo nemera Abanyarwanda, ni inyenzi 😭.",hate
Murakoze cyane kubw'amakuru meza 🙄.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
"Bruh, stop acting like a ibigarasha 🤡.",offensive
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
@keza ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
"Ibyo uvuga ni ibisambo 😂, wowe @mugisha.",offensive
"Ibyo uvuga ni ibisambo 😡, wowe @john.",offensive
Abategetsi bose ni ibigarasha 😂. Tugomba kubirwanya!,hate
"Abanyamahanga = ibicucu kabisa, nah 🙄.",hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 wtf.,hate
Tf bro? Urimo kwitwara nka ibyihebe 😭.,offensive
"Bruh, stop acting like a ibyihebe 😭.",offensive
"Bruh, stop acting like a abaswa 🔥.",offensive
"Bruh, stop acting like a ibicucu 🙄.",offensive
Abatutsi bakwiye kwirukanwa mu gihugu 😭.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
Lmao @keza uri ibigarasha lmao 🤡.,offensive
"Abatutsi = ibicucu kabisa, smh 🙄.",hate
"Abahutu = ibicucu kabisa, bruh 🤡.",hate
"Ibyo uvuga ni ibisambo 🔥, wowe @keza.",offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😂 smh.,hate
Lmao @peter uri abaswa fr 😂.,offensive
"Ndi happy na service yanyu, thanks 🤡.",normal
Uri ibigarasha rwose 😭.,offensive
Abanyarwanda dukwiye unity na love 😂.,normal
"Ntabwo nemera Abahutu, ni inyenzi 🙄.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 😭.,hate
Lmao @maria uri ibisambo wtf 🔥.,offensive
Tf bro? Urimo kwitwara nka inyenzi 😭.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
"Abategetsi = ibicucu kabisa, lmao 💩.",hate
"Ntabwo nemera Abatutsi, ni ibigarasha 😂.",hate
Abahutu bakwiye kwirukanwa mu gihugu 🔥.,hate
Abategetsi bose ni ibisambo 🤡. Tugomba kubirwanya!,hate
Uri ibisambo rwose 😡.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Keep up the good work 💩.,normal
"Ibyo uvuga ni ibicucu 💩, wowe @peter.",offensive
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
"Ntabwo nemera Abanyamahanga, ni ibigarasha 🤡.",hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Lmao @keza uri ibigarasha smh 😡.,offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Lmao @keza uri ibicucu nah 🙄.,offensive
Uri ibicucu rwose 😂.,offensive
Uri ibicucu rwose 😭.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 lmao.,hate
Keep up the good work 🙄.,normal
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🙄 fr.,hate
Tf bro? Urimo kwitwara nka ibyihebe 🙄.,offensive
Tf bro? Urimo kwitwara nka abaswa 🤡.,offensive
Abanyarwanda dukwiye unity na love 😭.,normal
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
"Ibyo uvuga ni ibicucu 💩, wowe @keza.",offensive
"Ntabwo nemera Abategetsi, ni abaswa 😡.",hate
Murakoze cyane kubw'amakuru meza 😭.,normal
Abahutu ni ikibazo gikomeye mu gihugu cyacu 💩 wtf.,hate
Lmao @maria uri ibigarasha fr 🤡.,offensive
Tf bro? Urimo kwitwara nka inyenzi 🔥.,offensive
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
Abatutsi bakwiye kwirukanwa mu gihugu 😭.,hate
"Ntabwo nemera Abatutsi, ni ibicucu 😂.",hate
Murakoze cyane kubw'amakuru meza 🤡.,normal
"Ndi happy na service yanyu, thanks 😂.",normal
